Betreuungsbezirk Nr,Betreuungsbezirk,Einrichtungsnummer,Einrichtungsname,Einrichtungsadresse,PLZ,Telefon,Anzahl Plätze,Einrichtungsart,Trägernummer,Trägername,Trägerart,Anschrift,Latitude,Longitude
3,Pankow,3180640,EKT Stadt Land Fluss,Charlottenburger Str. 141,13086,015228921854,18.0,Eltern-Initiativ-Kindertagesstätte,7503,Stadt Land Fluss e. V.,EKT,"Charlottenburger Str. 141, 13086, Berlin",52.5498946,13.4532778
3,Pankow,3180660,Waldorfkindergarten Weißensee,Smetanastr. 032,13088,96060636,25.0,Eltern-Initiativ-Kindertagesstätte,7742,Waldorfkindergarten Weißensee e. V.,EKT,"Smetanastr. 032, 13088, Berlin",52.5488433,13.4589978
3,Pankow,3180670,Kita Achillesstraße,Achillesstr. 068,13125,50562817,30.0,Kindertagesstätte,121,Kindergärten NordOst,Eigenbetrieb,"Achillesstr. 068, 13125, Berlin",52.6180115,13.4879262
3,Pankow,3180680,ev. Kita Himmels.Blick,Alt-Karow 008,13125,9120296910,75.0,Kindertagesstätte,7319,Verein für Berliner Stadtmission,Diakonisches Werk,"Alt-Karow 008, 13125, Berlin",52.6159329,13.4858544
3,Pankow,3180710,EKT the Coloured World of Kids,Streustr. 121,13086,96069851,20.0,Eltern-Initiativ-Kindertagesstätte,7896,the Coloured World of Kids e. V.,Sonstiger freier Träger,"Streustr. 121, 13086, Berlin",52.5483313,13.4476839
3,Pankow,3180720,Kinderladen Rosenrot,Charlottenburger Str. 001,13086,99271126,25.0,Eltern-Initiativ-Kindertagesstätte,7975,Kinderladen Pankow/Weißensee e. V.,Sonstiger freier Träger,"Charlottenburger Str. 001, 13086, Berlin",52.5505219,13.4515787
3,Pankow,3180730,Kita Anton und Lola,Pistoriusplatz 022,13086,92402910,22.0,Kindertagesstätte,8355,FZH Frei-Zeit-Haus Weißensee gemeinnützige GmbH,Sonstiger freier Träger,"Pistoriusplatz 022, 13086, Berlin",52.5521067,13.4506185
3,Pankow,3180740,EKT Filippo,Lehderstr. 062,13086,22016698,25.0,Eltern-Initiativ-Kindertagesstätte,8095,Stark für Kinder e. V.,Sonstiger freier Träger,"Lehderstr. 062, 13086, Berlin",52.5502484,13.4385107
3,Pankow,3180750,EKT Zilli-Billi-Willi,Streustr. 005,13086,96063722,17.0,Eltern-Initiativ-Kindertagesstätte,1405,Zilli - Billi - Willi e.V.,EKT,"Streustr. 005, 13086, Berlin",52.5508066,13.4402119
3,Pankow,3180760,Kita Wurzelgemüse,Roelckestr. 024,13086,92045359,35.0,Kindertagesstätte,8355,FZH Frei-Zeit-Haus Weißensee gemeinnützige GmbH,Sonstiger freier Träger,"Roelckestr. 024, 13086, Berlin",52.5548241,13.4469246
3,Pankow,3180770,Kita Gäblerstraße,Gäblerstr. 018,13086,99271241,12.0,Kindertagesstätte,3198,Bund Deutscher PfadfinderInnen -Landesverband Berlin- e.V.,Sonstiger freier Träger,"Gäblerstr. 018, 13086, Berlin",52.5592484,13.4447693
3,Pankow,3180800,Kita am See,Große Seestr. 008,13086,0304431885300,140.0,Kindertagesstätte,1299,Hanna gGmbH Kita-Trägerschaften,Sonstiger freier Träger,"Große Seestr. 008, 13086, Berlin",52.5570154,13.4618119
3,Pankow,3180810,Kleiner Fratz,Langhansstr. 142,13086,96067835,25.0,Kindertagesstätte,627,Kleiner Fratz GmbH,Sonstiger freier Träger,"Langhansstr. 142, 13086, Berlin",52.5494031,13.4476052
3,Pankow,3180840,EKT Mooswuffel,Naugarder Str. 015,10409,030/24337883,23.0,Eltern-Initiativ-Kindertagesstätte,8390,Mooswuffel e.V.,EKT,"Naugarder Str. 015, 10409, Berlin",52.5423242,13.4387511
3,Pankow,3180850,EKT el jardin de Mafalda,Charlottenburger Str. 003,13086,017672555089,28.0,Eltern-Initiativ-Kindertagesstätte,8255,ej jardin de Mafalda e. V.,Sonstiger freier Träger,"Charlottenburger Str. 003, 13086, Berlin",52.5505219,13.4515787
3,Pankow,3180860,Kita Makuschki,Wittlicher Str. 024,13088,0176 38237068,30.0,Kindertagesstätte,8630,Zweimalzwölf gUG (haftungsbeschränkt),Sonstiger freier Träger,"Wittlicher Str. 024, 13088, Berlin",52.5573302,13.4762769
3,Pankow,3180880,Kita Langohr,Goethestr. 033,13086,03077899276,22.0,Kindertagesstätte,8132,kleine Künstler ganz groß gGmbH,Sonstiger freier Träger,"Goethestr. 033, 13086, Berlin",52.5534533,13.4378505
3,Pankow,3180890,Kita Zitterbacke 2,Achillesstr. 059,13125,81400812,25.0,Kindertagesstätte,8303,Kita Zitterbacke gGmbH,Sonstiger freier Träger,"Achillesstr. 059, 13125, Berlin",52.6180115,13.4879262
3,Pankow,3180900,Kita El mundo de los ninòs,Pistoriusstr. 006,13086,03040752355,60.0,Kindertagesstätte,8701,El mundo de los ninos gGmbH,Sonstiger freier Träger,"Pistoriusstr. 006, 13086, Berlin",52.5518421,13.4527862
3,Pankow,3180920,Cooperative Mensch Kita Karow Kidz,Gatterweg 017,13125,030-344090770,108.0,Kindertagesstätte,1207,Cooperative Mensch eG,Sonstiger freier Träger,"Gatterweg 017, 13125, Berlin",52.6109764,13.4958718
3,Pankow,3180940,ASB Kita Triftbande,Triftstr. 012b,13127,77378644,93.0,Kindertagesstätte,8353,ASB Kinder- und Jugendhilfe Berlin gGmbH,Sonstiger freier Träger,"Triftstr. 012b, 13127, Berlin",52.6125645,13.4323109
3,Pankow,3180950,FREUDE Kita Pankow 2,Am Steinberg 014,13086,47009091,25.0,Kindertagesstätte,8878,FREUDE Kindergärten Süd-Ost gGmbH,Sonstiger freier Träger,"Am Steinberg 014, 13086, Berlin",52.5592594,13.4367132
3,Pankow,3180970,Kiezforscher,Lehderstr. 093,13086,23281816,40.0,Kindertagesstätte,7707,BGFF - Berliner Gesellschaft für Förderung interkultureller Bildung und Erziehung e. V.,Sonstiger freier Träger,"Lehderstr. 093, 13086, Berlin",52.5502484,13.4385107
3,Pankow,3180980,Kita Bergfalke,Falkenberger Str. 138,13088,31992942,77.0,Kindertagesstätte,8235,Trägerwerk Soziale Dienste in Berlin und Brandenburg gGmbH (TWSD in BB gGmbH),Sonstiger freier Träger,"Falkenberger Str. 138, 13088, Berlin",52.5566465,13.4856268
3,Pankow,3181000,Kita- Peacekids,Prenzlauer Promenade 047,13089,62861130,25.0,Kindertagesstätte,9098,Bildungs- und Demokratieförderung gUG,Sonstiger freier Träger,"Prenzlauer Promenade 047, 13089, Berlin",52.5720366,13.4288953
3,Pankow,3181020,Heilpädagogische Kita Makuschki,Wittlicher Str. 024,13088,017638237068,4.0,Kindertagesstätte,8630,Zweimalzwölf gUG (haftungsbeschränkt),Sonstiger freier Träger,"Wittlicher Str. 024, 13088, Berlin",52.5573302,13.4762769
3,Pankow,3181030,Heilpäd. Gruppe Kita Karow Kidz,Gatterweg 017,13125,,8.0,Kindertagesstätte,1207,Cooperative Mensch eG,Sonstiger freier Träger,"Gatterweg 017, 13125, Berlin",52.6109764,13.4958718
3,Pankow,3181040,Kita Zukunftsmusik,Wigandstaler Str. 007,13086,22494644,25.0,Kindertagesstätte,8355,FZH Frei-Zeit-Haus Weißensee gemeinnützige GmbH,Sonstiger freier Träger,"Wigandstaler Str. 007, 13086, Berlin",52.560194,13.4415802
3,Pankow,3190010,Kita Petitweg,Petitweg 020,13127,48626511,120.0,Kindertagesstätte,1318,Kinder im Kiez gGmbH,Sonstiger freier Träger,"Petitweg 020, 13127, Berlin",52.6079249,13.4163531
3,Pankow,3190020,Kita Wiesenwichtel,Wiesenwinkel 017,13158,030 91745766,110.0,Kindertagesstätte,1297,Bürgerhaus BüHa gGmbH,Sonstiger freier Träger,"Wiesenwinkel 017, 13158, Berlin",52.5930326,13.3797913
3,Pankow,3190090,Kita Die Insel,Nantesstr. 069,13127,47471988,95.0,Kindertagesstätte,1298,Jugendwerk Aufbau Ost JAO gGmbH,Sonstiger freier Träger,"Nantesstr. 069, 13127, Berlin",52.6023348,13.4192813
3,Pankow,3190110,Kita Spatzenhaus,Eddastr. 046,13127,4742683,65.0,Kindertagesstätte,1342,GFAJ e.V.,Sonstiger freier Träger,"Eddastr. 046, 13127, Berlin",52.6002622,13.4361844
3,Pankow,3190150,Kita Fontanestr. 83/Kigä NordOst,Fontanestr. 083,13158,9164786,120.0,Kindertagesstätte,121,Kindergärten NordOst,Eigenbetrieb,"Fontanestr. 083, 13158, Berlin",52.5883474,13.3598735
3,Pankow,3190170,Humanistische Kita Wirbelwind,Friedrich-Engels-Str. 045,13156,9165124,111.0,Kindertagesstätte,1230,"Humanistischer Verband Deutschlands, Landesverband Berlin-Brandenburg KdöR",Sonstiger freier Träger,"Friedrich-Engels-Str. 045, 13156, Berlin",52.5833437,13.3913049
3,Pankow,3190180,Waldorfkindergarten Sonnenhaus,Nesselweg 011A,13158,9120 8778,36.0,Eltern-Initiativ-Kindertagesstätte,1107,Waldorfkindergarten Sonnenhaus e.V.,EKT,"Nesselweg 011A, 13158, Berlin",52.5968497,13.3802454
3,Pankow,3190190,"IB-Kita, Internationaler Bund",Friedrich-Richter-Str. 036,13125,949 41 32,200.0,Kindertagesstätte,8377,Internationaler Bund - IB Berlin-Brandenburg gGmbH für Bildung und soziale Dienste (IB Berlin-Brandenburg gGmbH),Sonstiger freier Träger,"Friedrich-Richter-Str. 036, 13125, Berlin",52.6254518,13.4923715
3,Pankow,3190230,Kita Zipfelmütze,Görschstr. 015,13187,4855271,162.0,Kindertagesstätte,1342,GFAJ e.V.,Sonstiger freier Träger,"Görschstr. 015, 13187, Berlin",52.5663262,13.3999423
3,Pankow,3190320,EKT Garuda,Kreuzstr. 005,13187,49902642,20.0,Eltern-Initiativ-Kindertagesstätte,1117,Garuda e.V.,EKT,"Kreuzstr. 005, 13187, Berlin",52.5705929,13.3988116
3,Pankow,3190330,Kita - Die Pankis,Heinrich-Böll-Str. 001,13156,9142 2212,30.0,Kindertagesstätte,1121,Die Pankis gGmbH,Sonstiger freier Träger,"Heinrich-Böll-Str. 001, 13156, Berlin",52.5884819,13.4041604
3,Pankow,3190340,Kita Klothildestr. 21/Kigä NordOst,Klothildestr. 021,13156,4767587,91.0,Kindertagesstätte,121,Kindergärten NordOst,Eigenbetrieb,"Klothildestr. 021, 13156, Berlin",52.5813862,13.4158151
3,Pankow,3190370,Kita Lindenberger Weg 26/Kigä NordOst,Lindenberger Weg 026,13125,9497266,190.0,Kindertagesstätte,121,Kindergärten NordOst,Eigenbetrieb,"Lindenberger Weg 026, 13125, Berlin",52.6299927,13.5047808
3,Pankow,3190390,Schlossparkspatzen,Mendelstr. 049-51,13187,47536402,180.0,Kindertagesstätte,121,Kindergärten NordOst,Eigenbetrieb,"Mendelstr. 049-51, 13187, Berlin",52.5752098,13.4188121
3,Pankow,3190440,Integrationskita Schneckenhaus/Kigä NordOst,Neumannstr. 007,13189,4728055,200.0,Kindertagesstätte,121,Kindergärten NordOst,Eigenbetrieb,"Neumannstr. 007, 13189, Berlin",52.5645364,13.4212466
3,Pankow,3190480,Kita Sonnenblume,Schönholzer Str. 004D,13187,485 59 09,85.0,Kindertagesstätte,1296,Jugend- und Sozialwerk gGmbH,Sonstiger freier Träger,"Schönholzer Str. 004D, 13187, Berlin",52.5709477,13.3983035
3,Pankow,3190510,Kita Vielfarb-Kita,Robert-Rössle-Str. 001A,13125,516956230,85.0,Kindertagesstätte,1345,Vielfarb Social gGmbH,Sonstiger freier Träger,"Robert-Rössle-Str. 001A, 13125, Berlin",52.6274811,13.500025
3,Pankow,3190550,Kita Zauberstein,Cunistr. 034,13127,4748 7765,110.0,Kindertagesstätte,1318,Kinder im Kiez gGmbH,Sonstiger freier Träger,"Cunistr. 034, 13127, Berlin",52.6086689,13.4241313
3,Pankow,3190570,Kita Am Brennerberg,Zillertalstr. 038,13187,030 472 3166,245.0,Kindertagesstätte,1297,Bürgerhaus BüHa gGmbH,Sonstiger freier Träger,"Zillertalstr. 038, 13187, Berlin",52.5603303,13.4071017
3,Pankow,3190590,Kita La Cigale/Kigä NordOst,Matthieustr. 012,13127,47471942,86.0,Kindertagesstätte,121,Kindergärten NordOst,Eigenbetrieb,"Matthieustr. 012, 13127, Berlin",52.608464,13.4190209
3,Pankow,3190600,Kita Murmelstein,Schweizer Tal 018,13127,47471987,110.0,Kindertagesstätte,1298,Jugendwerk Aufbau Ost JAO gGmbH,Sonstiger freier Träger,"Schweizer Tal 018, 13127, Berlin",52.604932,13.4253735
3,Pankow,3190650,"IB-Kita, Internationaler Bund",Vesaliusstr. 068,13187,47533840,190.0,Kindertagesstätte,8377,Internationaler Bund - IB Berlin-Brandenburg gGmbH für Bildung und soziale Dienste (IB Berlin-Brandenburg gGmbH),Sonstiger freier Träger,"Vesaliusstr. 068, 13187, Berlin",52.5789153,13.425991
3,Pankow,3190700,Kita der Ev. Kirchengem. Hoffnung,Elsa-Brändström-Str. 036,13189,472 03 19,47.0,Kindertagesstätte,443,Ev. Kirchengemeinde Hoffnung Pankow,Diakonisches Werk,"Elsa-Brändström-Str. 036, 13189, Berlin",52.5599027,13.4152638
3,Pankow,3190710,Ev. Kita Wilhelmsruh,Goethestr. 003,13158,9167774,60.0,Kindertagesstätte,5425,Ev. Kirchenkreisverband für Kindertageseinrichtungen Berlin Mitte-Nord,Diakonisches Werk,"Goethestr. 003, 13158, Berlin",52.5875856,13.3639867
3,Pankow,3190720,EKT - Timpetu,Treskowstr. 005,13156,4773443,35.0,Eltern-Initiativ-Kindertagesstätte,512,Kinderladen Timpetu e.V.,EKT,"Treskowstr. 005, 13156, Berlin",52.5827684,13.3953197
3,Pankow,3190730,Kita der Ev. Kirchengem. Alt-Pankow,Breite Str. 038,13187,4753-4963,40.0,Kindertagesstätte,444,Ev. Kirchengemeinde Alt-Pankow,Diakonisches Werk,"Breite Str. 038, 13187, Berlin",52.5721596,13.41443
3,Pankow,3190740,Kita Buchholz,Gartenstr. 016,13127,4742569,55.0,Kindertagesstätte,5425,Ev. Kirchenkreisverband für Kindertageseinrichtungen Berlin Mitte-Nord,Diakonisches Werk,"Gartenstr. 016, 13127, Berlin",52.6047874,13.4299654
3,Pankow,3190770,Ev. Kita Martin-Luther,Pradelstr. 011,13187,4857973,47.0,Kindertagesstätte,5425,Ev. Kirchenkreisverband für Kindertageseinrichtungen Berlin Mitte-Nord,Diakonisches Werk,"Pradelstr. 011, 13187, Berlin",52.5647529,13.3957709
3,Pankow,3190780,Waldorfkindergarten Pankow,Majakowskiring 013- 15,13156,485 68 89,82.0,Kindertagesstätte,1216,Waldorfkindergarten Pankow e.V.,Sonstiger freier Träger,"Majakowskiring 013- 15, 13156, Berlin",52.5744508,13.4032414
3,Pankow,3190800,Kita EigenSinn,Eschengraben 049,13189,4711014,185.0,Kindertagesstätte,1330,Camino-Dein Weg GmbH,Sonstiger freier Träger,"Eschengraben 049, 13189, Berlin",52.5565013,13.4265006
3,Pankow,3190840,Kita Schützenstr. 133/Kigä NordOst,Schützenstr. 133,13127,47402950,85.0,Kindertagesstätte,121,Kindergärten NordOst,Eigenbetrieb,"Schützenstr. 133, 13127, Berlin",52.6123773,13.425424550007634
3,Pankow,3190890,Kita Pankowerstr.,Pankower Str. 013,13156,4765904,180.0,Kindertagesstätte,1334,Forum Soziale Dienste GmbH,Sonstiger freier Träger,"Pankower Str. 013, 13156, Berlin",52.5852217,13.4275772
3,Pankow,3190940,BOOT-Kita Uhlandzwerge,Uhlandstr. 033,13158,9167930,210.0,Kindertagesstätte,1277,Gemeinnützige BOOT GmbH,Sonstiger freier Träger,"Uhlandstr. 033, 13158, Berlin",52.596689,13.3684222
3,Pankow,3190950,EKT - Arbeitsgruppe für Montessori-Pädagogik,Blumenthalstr. 018,13156,4720147,26.0,Eltern-Initiativ-Kindertagesstätte,530,Arbeitsgruppe für Montessoripädagogik e.V.,EKT,"Blumenthalstr. 018, 13156, Berlin",52.5871883,13.3864114
3,Pankow,3190960,Klax Kindergarten Pusteblume,Eschengraben 037,13189,4720098,80.0,Kindertagesstätte,1214,KLAX Berlin gGmbH,Sonstiger freier Träger,"Eschengraben 037, 13189, Berlin",52.5565013,13.4265006
3,Pankow,3190980,EKT Gartenkinder,Neumannstr. 073,13189,030 66649676,26.0,Eltern-Initiativ-Kindertagesstätte,1127,Gartenkinder e.V.,EKT,"Neumannstr. 073, 13189, Berlin",52.5645364,13.4212466
3,Pankow,3190990,"""Waldkindergarten Pankow e.V. - Die Waldläufer""",Schildower Str. 020,13159,01631610277,40.0,Kindertagesstätte,1131,Waldkindergarten Pankow e.V.,EKT,"Schildower Str. 020, 13159, Berlin",52.6196638,13.3887472
3,Pankow,3191010,"Montessori-Kinderhaus ""Lolek und Bolek""",Spiekermannstr. 030,13189,9142 1445,28.0,Eltern-Initiativ-Kindertagesstätte,1137,Lolek und Bolek 2002 e.V.,EKT,"Spiekermannstr. 030, 13189, Berlin",52.5541671,13.4294976
3,Pankow,3191020,Kita Krikelkrakel,Breite Str. 007,13187,030/51636203,25.0,Kindertagesstätte,1138,Krikelkrakel gGmbH,Sonstiger freier Träger,"Breite Str. 007, 13187, Berlin",52.5721596,13.41443
3,Pankow,3191030,Kleiner Fratz,Triftstr. 027B,13127,030/68072490,75.0,Kindertagesstätte,627,Kleiner Fratz GmbH,Sonstiger freier Träger,"Triftstr. 027B, 13127, Berlin",52.6125645,13.4323109
3,Pankow,3191040,KITA Villa Sternenschiff,Benjamin-Vogelsdorff-Str. 003,13187,4171 9054,45.0,Kindertagesstätte,1306,SEHstern e.V.,Sonstiger freier Träger,"Benjamin-Vogelsdorff-Str. 003, 13187, Berlin",52.5672937,13.4052605
3,Pankow,3191050,"Kita ""Die kleinen Strolche""",Neue Schönholzer Str. 025,13187,48620751,85.0,Kindertagesstätte,121,Kindergärten NordOst,Eigenbetrieb,"Neue Schönholzer Str. 025, 13187, Berlin",52.5690931,13.4015001
3,Pankow,3191060,Kita Gänseblümchen,Dietzgenstr. 025,13156,5001 9123,65.0,Kindertagesstätte,1308,KITA Gänseblümchen gGmbH,Sonstiger freier Träger,"Dietzgenstr. 025, 13156, Berlin",52.5856559,13.4026196
3,Pankow,3191070,Lara.berlin Kita,Hermann-Hesse-Str. 055,13156,43724538,70.0,Kindertagesstätte,1311,Lara.berlin gGmbH,Sonstiger freier Träger,"Hermann-Hesse-Str. 055, 13156, Berlin",52.5758872,13.3930074
3,Pankow,3191080,Klax Kindergarten Igelnest,Schönholzer Weg 017,13158,4597 6303,70.0,Kindertagesstätte,1214,KLAX Berlin gGmbH,Sonstiger freier Träger,"Schönholzer Weg 017, 13158, Berlin",52.5906938,13.3714084
3,Pankow,3191090,EKT - Ratzefatze,Florapromenade 001,13187,5301 6787,21.0,Eltern-Initiativ-Kindertagesstätte,1165,Kinderladen Ratzefatze e.V.,EKT,"Florapromenade 001, 13187, Berlin",52.5639267,13.4043839
3,Pankow,3191120,Kita Albatros,Toblacher Str. 042,13187,84855499,35.0,Kindertagesstätte,1324,Albatros gemeinnützige Gesellschaft für soziale und gesundheitliche Dienstleistungen mbH,Sonstiger freier Träger,"Toblacher Str. 042, 13187, Berlin",52.5579679,13.4092852
3,Pankow,3191130,Kita Nordstern,Achillesstr. 075,13125,9120 2693,24.0,Kindertagesstätte,1306,SEHstern e.V.,Sonstiger freier Träger,"Achillesstr. 075, 13125, Berlin",52.6180115,13.4879262
3,Pankow,3191140,Verbundkita Pankow - Die Wölfe Mini,Wolfshagener Str. 068,13187,20093939,15.0,Kindertagesstätte,8929,MK MiniKitas in Berlin gGmbH,Sonstiger freier Träger,"Wolfshagener Str. 068, 13187, Berlin",52.5724642,13.4097921
3,Pankow,3191150,Kita Kleine Leute ganz groß,Florastr. 068,13187,4372 4795,20.0,Kindertagesstätte,1184,"Verein f. familienergänzende Betreuung u. Beratung Pankow, kurz ""VfBB Pankow"" e.V.",Sonstiger freier Träger,"Florastr. 068, 13187, Berlin",52.565972,13.3961478
3,Pankow,3191160,Kita Französisch Buchholz,Schönhauser Str. 113,13127,0304748 7522,25.0,Eltern-Initiativ-Kindertagesstätte,1187,Kita Französisch Buchholz e.V.,EKT,"Schönhauser Str. 113, 13127, Berlin",52.6010903,13.42967
3,Pankow,3191170,Kita Tandem,Pichelswerderstr. 003,13187,4847 9663,55.0,Kindertagesstätte,1335,tandem BTL gGmbH,Sonstiger freier Träger,"Pichelswerderstr. 003, 13187, Berlin",52.5667074,13.3967209
3,Pankow,3191180,EKT Auenland,Brehmestr. 060,13187,49908866,20.0,Eltern-Initiativ-Kindertagesstätte,1194,Auenland e. V.,EKT,"Brehmestr. 060, 13187, Berlin",52.5638585,13.3955093
3,Pankow,3191190,"Klax Krippe Sonnenhaus,Klax Kindergarten Wolkenhaus und Klax Vorschule Regenbogenhaus",Asta-Nielsen-Str. 011,13189,34745140,240.0,Kindertagesstätte,1214,KLAX Berlin gGmbH,Sonstiger freier Träger,"Asta-Nielsen-Str. 011, 13189, Berlin",52.5621362,13.4236242
3,Pankow,3191210,Waldkindergarten Robin Hood,Dietzgenstr. 066,13156,0176,35.0,Kindertagesstätte,1198,Robin Hood e.V.,EKT,"Dietzgenstr. 066, 13156, Berlin",52.5856559,13.4026196
3,Pankow,3191220,Kita am Brosepark,Dietzgenstr. 033,13156,030 4762672,120.0,Kindertagesstätte,1297,Bürgerhaus BüHa gGmbH,Sonstiger freier Träger,"Dietzgenstr. 033, 13156, Berlin",52.5856559,13.4026196
3,Pankow,3191230,Kita Strauchwiese,Lindenberger Str. 024,13156,476 75 81,130.0,Kindertagesstätte,1202,Pfefferwerk Stadtkultur gGmbH,Sonstiger freier Träger,"Lindenberger Str. 024, 13156, Berlin",52.5812385,13.419753
3,Pankow,3191240,Kita Sauseschritt,Dietzgenstr. 104,13158,44383501,90.0,Kindertagesstätte,1202,Pfefferwerk Stadtkultur gGmbH,Sonstiger freier Träger,"Dietzgenstr. 104, 13158, Berlin",52.5919626,13.4044709
3,Pankow,3191250,Kindergarten Junges Gemüse,Elsa-Brändström-Str. 015,13189,47061875,28.0,Eltern-Initiativ-Kindertagesstätte,1357,Junges Gemüse e.V.,EKT,"Elsa-Brändström-Str. 015, 13189, Berlin",52.5599027,13.4152638
3,Pankow,3191260,Kita Schillerwiese,Waldemarstr. 036,13156,516956245,100.0,Kindertagesstätte,1359,Vielfarb-Kita Schillerwiese gGmbH,Sonstiger freier Träger,"Waldemarstr. 036, 13156, Berlin",52.5901126,13.4071664
3,Pankow,3191290,Kita Mondschaukel,Gaillardstr. 001,13187,4990 2444,24.0,Kindertagesstätte,1184,"Verein f. familienergänzende Betreuung u. Beratung Pankow, kurz ""VfBB Pankow"" e.V.",Sonstiger freier Träger,"Gaillardstr. 001, 13187, Berlin",52.5657821,13.3975336
3,Pankow,3191300,Kita Schwalbennest,Hauptstr. 016,13159,9132 1000,75.0,Kindertagesstätte,7883,Rednik gGmbH,Sonstiger freier Träger,"Hauptstr. 016, 13159, Berlin",52.6422953,13.3992438
3,Pankow,3191330,Kita Sonnenkäfer,Ötztaler Str. 006,13187,471 00 70,225.0,Kindertagesstätte,1318,Kinder im Kiez gGmbH,Sonstiger freier Träger,"Ötztaler Str. 006, 13187, Berlin",52.5623779,13.4095208
3,Pankow,3191340,Kita Pankower Wichtel,Dusekestr. 014,13187,4856215,140.0,Kindertagesstätte,1298,Jugendwerk Aufbau Ost JAO gGmbH,Sonstiger freier Träger,"Dusekestr. 014, 13187, Berlin",52.5676885,13.4071376
3,Pankow,3191350,Kita Kleine Strolche,Hauptstr. 062,13159,47497264,46.0,Kindertagesstätte,1379,Kita Kleine Strolche gGmbH,Sonstiger freier Träger,"Hauptstr. 062, 13159, Berlin",52.6422953,13.3992438
3,Pankow,3191360,Kita Kreuzgraben,Kreuzgraben 013,13156,7071 5519,102.0,Kindertagesstätte,1318,Kinder im Kiez gGmbH,Sonstiger freier Träger,"Kreuzgraben 013, 13156, Berlin",52.5868922,13.4047784
3,Pankow,3191370,Kita am Schlosspark,Tschaikowskistr. 012,13156,516956235,156.0,Kindertagesstätte,1345,Vielfarb Social gGmbH,Sonstiger freier Träger,"Tschaikowskistr. 012, 13156, Berlin",52.5777974,13.403066
3,Pankow,3191380,Kita der Kath. Kirchengem. St. Georg,Breite Str. 044,13187,47534477,72.0,Kindertagesstätte,9031,Katholische Kirchengemeinde Pfarrei HI. Theresa von Avila Berlin,Sonstiger freier Träger,"Breite Str. 044, 13187, Berlin",52.5721596,13.41443
3,Pankow,3191440,EKT Simsalabim,Wilhelm-Kuhr-Str. 083,13187,49400215,16.0,Eltern-Initiativ-Kindertagesstätte,7377,EKT Simsalabim e.V.,EKT,"Wilhelm-Kuhr-Str. 083, 13187, Berlin",52.5692859,13.3984206
3,Pankow,3191450,Kinderladen Spielmäuse,Wolfshagener Str. 081,13187,43921893,25.0,Eltern-Initiativ-Kindertagesstätte,7382,Siebenstein e. V.,EKT,"Wolfshagener Str. 081, 13187, Berlin",52.5724642,13.4097921
3,Pankow,3191510,Villa Flohkiste,Hielscherstr. 002,13158,4985689-0,40.0,Kindertagesstätte,7411,Villa Flohkiste gemeinnützige GmbH,Sonstiger freier Träger,"Hielscherstr. 002, 13158, Berlin",52.5859407,13.3654296
3,Pankow,3191530,Kinderladen Sterntaler,Dettelbacher Weg 028,13189,47596255,53.0,Kindertagesstätte,8628,KiTa Sterntaler gGmbH,Sonstiger freier Träger,"Dettelbacher Weg 028, 13189, Berlin",52.5709099,13.4253141
3,Pankow,3191550,lara.berlin Kita,Schulstr. 030,13187,4862 03 86,85.0,Kindertagesstätte,1311,Lara.berlin gGmbH,Sonstiger freier Träger,"Schulstr. 030, 13187, Berlin",52.5690317,13.4086519
3,Pankow,3191560,EKT Stadtkinder,Rettigweg 004,13187,40049659,21.0,Eltern-Initiativ-Kindertagesstätte,7570,Stadtkinder Pankow e. V.,Sonstiger freier Träger,"Rettigweg 004, 13187, Berlin",52.5642196,13.3964062
3,Pankow,3191570,Kita Pankower Pixxel,Selma-Lagerlöf-Str. 004,13189,0152 27987891,22.0,Kindertagesstätte,7571,Kita Pankower Pixxel gGmbH,Sonstiger freier Träger,"Selma-Lagerlöf-Str. 004, 13189, Berlin",52.5616197,13.4256502
3,Pankow,3191580,Kleine Abenteurer,Waldstr. 034,13156,47497333,23.0,Kindertagesstätte,7646,Kleine Abenteurer e. V.,Sonstiger freier Träger,"Waldstr. 034, 13156, Berlin",52.5808371,13.3999482
3,Pankow,3191590,Kita Cheburashka-Pankow,Thulestr. 042,13189,48814180,40.0,Kindertagesstätte,7388,Cheburashka gGmbH,Sonstiger freier Träger,"Thulestr. 042, 13189, Berlin",52.5551108,13.4255042
3,Pankow,3191600,Kita Kleine Mimmi,Dietzgenstr. 071,13156,47485907,25.0,Kindertagesstätte,7753,Kleine Mimmi e. V.,Sonstiger freier Träger,"Dietzgenstr. 071, 13156, Berlin",52.5856559,13.4026196
3,Pankow,3191610,Kita Lotusblüte,Tschaikowskistr. 013,13156,45736953,24.0,Eltern-Initiativ-Kindertagesstätte,7795,Lotusblüte e. V.,Sonstiger freier Träger,"Tschaikowskistr. 013, 13156, Berlin",52.5777974,13.403066
3,Pankow,3191620,Kita Meilenstein,Blankenburger Str. 009,13156,91422426,50.0,Kindertagesstätte,7883,Rednik gGmbH,Sonstiger freier Träger,"Blankenburger Str. 009, 13156, Berlin",52.5845914,13.4213483
3,Pankow,3191640,Kita Kindererde Damerowstraße,Damerowstr. 064,13187,030 51649111,40.0,Kindertagesstätte,8141,Kindererde gemeinnützige GmbH,Sonstiger freier Träger,"Damerowstr. 064, 13187, Berlin",52.5732957,13.4219552
