Betreuungsbezirk Nr,Betreuungsbezirk,Einrichtungsnummer,Einrichtungsname,Einrichtungsadresse,PLZ,Telefon,Anzahl Plätze,Einrichtungsart,Trägernummer,Trägername,Trägerart,Anschrift,Latitude,Longitude
3,Pankow,3191650,Kinderhaus Sternenwiese,Berliner Str. 128,13187,40058626,60.0,Kindertagesstätte,3696,KARUNA Zukunft für Kinder und Jugendliche in Not International e.V.,Sonstiger freier Träger,"Berliner Str. 128, 13187, Berlin",52.5700065,13.411722
3,Pankow,3191680,Kita Pankekinder,Wollankstr. 119,13187,48476182,26.0,Eltern-Initiativ-Kindertagesstätte,7874,Pankekinder e. V.,Sonstiger freier Träger,"Wollankstr. 119, 13187, Berlin",52.5671746,13.398009774606784
3,Pankow,3191700,Kita Paul und Paula,Grabbeallee 044,13156,40049657,40.0,Kindertagesstätte,7926,"""Paul & Paula"" UG (haftungsbeschränkt)",Sonstiger freier Träger,"Grabbeallee 044, 13156, Berlin",52.5796339,13.3982227
3,Pankow,3191710,Kindergarten Affenbande,Mendelstr. 042,13187,53162402,30.0,Kindertagesstätte,7876,planned child gemeinnützige UG (haftungsbeschränkt),Sonstiger freier Träger,"Mendelstr. 042, 13187, Berlin",52.5752098,13.4188121
3,Pankow,3191720,Kita Villa Lobo,Wilhelm-Wolff-Str. 015,13156,0304431885700,84.0,Kindertagesstätte,1299,Hanna gGmbH Kita-Trägerschaften,Sonstiger freier Träger,"Wilhelm-Wolff-Str. 015, 13156, Berlin",52.5806407,13.3958698
3,Pankow,3191730,Kita Kindererde Berliner Straße,Berliner Str. 007,13127,030 81407766,75.0,Kindertagesstätte,8141,Kindererde gemeinnützige GmbH,Sonstiger freier Träger,"Berliner Str. 007, 13127, Berlin",52.6011045,13.432009
3,Pankow,3191740,Kita Sternschnuppe,Brehmestr. 025,13187,48479200,24.0,Kindertagesstätte,8075,Kita Sternschnuppe gGmbH,Sonstiger freier Träger,"Brehmestr. 025, 13187, Berlin",52.5638585,13.3955093
3,Pankow,3191750,Kita Clownfisch,Maximilianstr. 006,13187,03023934995,22.0,Kindertagesstätte,8077,BfA gGmbH,Sonstiger freier Träger,"Maximilianstr. 006, 13187, Berlin",52.5611421,13.4131277
3,Pankow,3191760,Kita Schillersternchen,Schillerstr. 021- 22,13156,47376225,60.0,Kindertagesstätte,8081,MASAkids gemeinnützige Unternehmergesellschaft (haftungsbeschränkt),Sonstiger freier Träger,"Schillerstr. 021- 22, 13156, Berlin",52.5921784,13.4112217
3,Pankow,3191810,Kita Little Munchkins,Trelleborger Str. 005,13189,63962084,24.0,Kindertagesstätte,8126,Little Munchkins gGmbH,Sonstiger freier Träger,"Trelleborger Str. 005, 13189, Berlin",52.5533142,13.41839
3,Pankow,3191840,Kinderladen Pankekäfer,Ossietzkystr. 009,13187,49910342,25.0,Kindertagesstätte,8162,SKIB gemeinnützige Unternehmergesellschaft (haftungsbeschränkt) Starke Kinder in Berlin,Sonstiger freier Träger,"Ossietzkystr. 009, 13187, Berlin",52.5713027,13.4088261
3,Pankow,3191850,Platanus Kita,Kissingenstr. 048A,13189,477 57 327,36.0,Kindertagesstätte,7860,PLATANUS BILDUNGS gGmbH,Sonstiger freier Träger,"Kissingenstr. 048A, 13189, Berlin",52.5675776,13.4242538
3,Pankow,3191880,Kita Anderland,Herthastr. 006,13189,81618923,35.0,Kindertagesstätte,7707,BGFF - Berliner Gesellschaft für Förderung interkultureller Bildung und Erziehung e. V.,Sonstiger freier Träger,"Herthastr. 006, 13189, Berlin",52.5529842,13.4286749
3,Pankow,3191890,Kita Bucher Spatzen,Wiltbergstr. 030,13125,94795746,50.0,Kindertagesstätte,8284,Hand in Hand mit Kindern gemeinnützige UG (haftungsbeschränkt),Sonstiger freier Träger,"Wiltbergstr. 030, 13125, Berlin",52.6357377,13.4946307
3,Pankow,3191910,Kita Zitterbacke,Dietzgenstr. 055,13156,65775309,24.0,Kindertagesstätte,8303,Kita Zitterbacke gGmbH,Sonstiger freier Träger,"Dietzgenstr. 055, 13156, Berlin",52.5856559,13.4026196
3,Pankow,3191930,Kita Dietzgen-Strolche,Dietzgenstr. 066,13156,20093499,33.0,Kindertagesstätte,4939,SONA - Soziale Nachbarschaft für betreutes Wohnen gGmbH,Sonstiger freier Träger,"Dietzgenstr. 066, 13156, Berlin",52.5856559,13.4026196
3,Pankow,3191940,Kila PiWi,Pichelswerderstr. 004,13187,48476265,35.0,Kindertagesstätte,7556,Kinderschlummerland gGmbH,Sonstiger freier Träger,"Pichelswerderstr. 004, 13187, Berlin",52.5667074,13.3967209
3,Pankow,3191950,Kita Freche Fledermäuse Pankow,Schönholzer Str. 002,13187,49907279,18.0,Kindertagesstätte,7448,Familien-Fenster e. V.,Sonstiger freier Träger,"Schönholzer Str. 002, 13187, Berlin",52.5709477,13.3983035
3,Pankow,3191960,Junior 1 Kita am Bürgerpark,Parkstr. 001,13187,67950540,30.0,Kindertagesstätte,8323,Junior JOEL AM BÜRGERPARK - gemeinnützige UG (haftungsbeschränkt),Sonstiger freier Träger,"Parkstr. 001, 13187, Berlin",52.5706471,13.3989308
3,Pankow,3191980,Platanus Kindergarten,Benjamin-Vogelsdorff-Str. 001,13187,4373 77333,73.0,Kindertagesstätte,7860,PLATANUS BILDUNGS gGmbH,Sonstiger freier Träger,"Benjamin-Vogelsdorff-Str. 001, 13187, Berlin",52.5672937,13.4052605
3,Pankow,3192000,ASB Hugenottenhofkita Berlin,Hauptstr. 013,13127,03020046176,120.0,Kindertagesstätte,8353,ASB Kinder- und Jugendhilfe Berlin gGmbH,Sonstiger freier Träger,"Hauptstr. 013, 13127, Berlin",52.6024156,13.4313907
3,Pankow,3192010,Pankizwerge,Körnerstr. 040,13156,54486406,19.0,Kindertagesstätte,1121,Die Pankis gGmbH,Sonstiger freier Träger,"Körnerstr. 040, 13156, Berlin",52.5892359,13.4094818
3,Pankow,3192040,Kita Kinderwald,Goethestr. 061,13158,2244505330,100.0,Kindertagesstätte,150,Arbeiterwohlfahrt Kreisverband Berlin-Mitte e.V.,Arbeiterwohlfahrt,"Goethestr. 061, 13158, Berlin",52.5875856,13.3639867
3,Pankow,3192050,Kita Leo Lausemaus,Dietzgenstr. 043,13156,030/28614893,25.0,Kindertagesstätte,8409,Kita Leo Lausemaus gemeinnützige UG (haftungsbeschränkt),Sonstiger freier Träger,"Dietzgenstr. 043, 13156, Berlin",52.5856559,13.4026196
3,Pankow,3192060,Kinderladen Leni Kirschkern,Eintrachtstr. 001,13187,017643311078,33.0,Kindertagesstätte,772,Kirschkern e.V.,Sonstiger freier Träger,"Eintrachtstr. 001, 13187, Berlin",52.5716275,13.4103274
3,Pankow,3192070,Kita Grabbe-Kogge,Grabbeallee 045,13156,49400634,97.0,Kindertagesstätte,8575,casa bambini - Gesellschaft zur Förderung und Begleitung von Kindesentwicklung mbH,Sonstiger freier Träger,"Grabbeallee 045, 13156, Berlin",52.5796339,13.3982227
3,Pankow,3192080,Kinderland Ferndinand,Brehmestr. 035,13187,23498582,26.0,Eltern-Initiativ-Kindertagesstätte,8444,Himmel und Erde Pankow e. V.,Sonstiger freier Träger,"Brehmestr. 035, 13187, Berlin",52.5638585,13.3955093
3,Pankow,3192090,Kita Pankekinder 2,Neue Schönholzer Str. 012,13187,85737834,27.0,Kindertagesstätte,7874,Pankekinder e. V.,Sonstiger freier Träger,"Neue Schönholzer Str. 012, 13187, Berlin",52.5690931,13.4015001
3,Pankow,3192100,Kita Villa Her(t)zstraße,Hertzstr. 015,13158,030/92275160,30.0,Kindertagesstätte,8081,MASAkids gemeinnützige Unternehmergesellschaft (haftungsbeschränkt),Sonstiger freier Träger,"Hertzstr. 015, 13158, Berlin",52.5852223,13.3623246
3,Pankow,3192110,Kita Glück Glück,Karower Chaussee 169B,13125,030 44677755,80.0,Kindertagesstätte,8433,KUBIBE gGmbH,Sonstiger freier Träger,"Karower Chaussee 169B, 13125, Berlin",52.6244633,13.496377
3,Pankow,3192120,Kita Villa Universum,Bahnhofstr. 001,13127,92351478,45.0,Kindertagesstätte,8220,minomi gGmbH,Sonstiger freier Träger,"Bahnhofstr. 001, 13127, Berlin",52.5930255,13.4354896
3,Pankow,3192130,lara.kita,Schulstr. 002,13187,03085737198,54.0,Kindertagesstätte,1311,Lara.berlin gGmbH,Sonstiger freier Träger,"Schulstr. 002, 13187, Berlin",52.5690317,13.4086519
3,Pankow,3192140,Kita Die Kiezkrümel,Pankower Str. 001,13127,20091753,22.0,Kindertagesstätte,8497,Die Kiezkrümel gemeinnützige UG (haftungsbeschränkt),Sonstiger freier Träger,"Pankower Str. 001, 13127, Berlin",52.5852217,13.4275772
3,Pankow,3192150,Kita Knirpsentreff,Buchholzer Str. 087,13156,030-55 49 53 53,60.0,Kindertagesstätte,8574,Knirpsentreff GmbH,Sonstiger freier Träger,"Buchholzer Str. 087, 13156, Berlin",52.5881926,13.4130732
3,Pankow,3192170,EKT Hauptstadtindianer,Eichenstr. 010,13156,03084527116,25.0,Eltern-Initiativ-Kindertagesstätte,8631,Hauptstadtindianer e. V.,EKT,"Eichenstr. 010, 13156, Berlin",52.586014,13.3975403
3,Pankow,3192210,Evangelische Kindertagesstätte,Marthastr. 012,13156,030 26582288,60.0,Kindertagesstätte,8721,Evangelische Kirchengemeinde Berlin-Niederschönhausen,Diakonisches Werk,"Marthastr. 012, 13156, Berlin",52.58518,13.4078305
3,Pankow,3192220,Wiki - Wilhelmsruher Kinder,Goethestr. 041,13158,49857602,60.0,Kindertagesstätte,1330,Camino-Dein Weg GmbH,Sonstiger freier Träger,"Goethestr. 041, 13158, Berlin",52.5875856,13.3639867
3,Pankow,3192230,"FRÖBEL - Kindergarten Sonne, Mond und Sterne",Lindenberger Weg 057,13125,030 85620039,70.0,Kindertagesstätte,1227,Fröbel Bildung und Erziehung gGmbH,Sonstiger freier Träger,"Lindenberger Weg 057, 13125, Berlin",52.6299927,13.5047808
3,Pankow,3192260,Kita Sonne und Mond,Güllweg 003,13156,516956260,45.0,Kindertagesstätte,1345,Vielfarb Social gGmbH,Sonstiger freier Träger,"Güllweg 003, 13156, Berlin",52.5775986,13.4020353
3,Pankow,3192280,Kita am Wald,Wiltbergstr. 090,13125,030 516956280,150.0,Kindertagesstätte,8856,Vielfarb-LHQ gGmbH,Sonstiger freier Träger,"Wiltbergstr. 090, 13125, Berlin",52.6357377,13.4946307
3,Pankow,3192300,Kita Sternenburg,Edelweißstr. 027,13158,35054671,55.0,Kindertagesstätte,8866,Kindergartenmanufaktur gUG,Sonstiger freier Träger,"Edelweißstr. 027, 13158, Berlin",52.5855281,13.3710548
3,Pankow,3192310,Kita Sternenwiege,Hauptstr. 027,13158,35054671,16.0,Kindertagesstätte,8866,Kindergartenmanufaktur gUG,Sonstiger freier Träger,"Hauptstr. 027, 13158, Berlin",52.6003983,13.3783988
3,Pankow,3192320,TreeHaus,Hauptstr. 026,13158,23880536,21.0,Kindertagesstätte,8876,Weltkinder UG,Sonstiger freier Träger,"Hauptstr. 026, 13158, Berlin",52.6003983,13.3783988
3,Pankow,3192350,Kita Sternenhof,Blankenburger Str. 076,13156,47476410,65.0,Kindertagesstätte,8315,SBH Nordost GmbH,Sonstiger freier Träger,"Blankenburger Str. 076, 13156, Berlin",52.5845914,13.4213483
3,Pankow,3192360,Kita Friesenkinder,Friesenstr. 086,13156,55597751,75.0,Kindertagesstätte,1330,Camino-Dein Weg GmbH,Sonstiger freier Träger,"Friesenstr. 086, 13156, Berlin",52.5805649,13.3780438
3,Pankow,3192370,"Kita ""Binzzwerge""",Binzstr. 035,13189,91208005,30.0,Kindertagesstätte,8628,KiTa Sterntaler gGmbH,Sonstiger freier Träger,"Binzstr. 035, 13189, Berlin",52.5632373,13.4156874
3,Pankow,3192380,Kita Selma-Lagerlöf-Straße,Selma-Lagerlöf-Str. 006,13189,587660760,100.0,Kindertagesstätte,121,Kindergärten NordOst,Eigenbetrieb,"Selma-Lagerlöf-Str. 006, 13189, Berlin",52.5616197,13.4256502
3,Pankow,3192410,Kita Pankeblumen,Florastr. 034,13187,88928910,25.0,Kindertagesstätte,8162,SKIB gemeinnützige Unternehmergesellschaft (haftungsbeschränkt) Starke Kinder in Berlin,Sonstiger freier Träger,"Florastr. 034, 13187, Berlin",52.565972,13.3961478
3,Pankow,3192420,"Kinderladen ""Schneeweißchen""",Beuthstr. 042,13156,30367902,25.0,Kindertagesstätte,9052,A&R Hand in Hand gUG,Sonstiger freier Träger,"Beuthstr. 042, 13156, Berlin",52.5865876,13.4075985
3,Pankow,3192440,Kita Freude Pankow 3,Wilhelm-Kuhr-Str. 088,13187,67800818,14.0,Kindertagesstätte,8295,FREUDE Kindergärten gemeinnützige GmbH,Sonstiger freier Träger,"Wilhelm-Kuhr-Str. 088, 13187, Berlin",52.5692859,13.3984206
3,Pankow,3192450,Kita Klitze und Klein,Rudolf-Ditzen-Weg 024,13156,7222911,25.0,Kindertagesstätte,9127,Initiative für Kinder gUG,Sonstiger freier Träger,"Rudolf-Ditzen-Weg 024, 13156, Berlin",52.5744508,13.4032414
3,Pankow,3192460,Kita Paradiesvögel -Die Spatzen-,Pestalozzistr. 006A,13187,34698799,151.0,Kindertagesstätte,7464,EVENTUS-BILDUNG e.V.,Sonstiger freier Träger,"Pestalozzistr. 006A, 13187, Berlin",52.5728706,13.4074436
3,Pankow,3192470,Kita Kleiner Fratz (heilpädagoische Gruppe),Triftstr. 027,13127,68072490,5.0,Kindertagesstätte,627,Kleiner Fratz GmbH,Sonstiger freier Träger,"Triftstr. 027, 13127, Berlin",52.6125645,13.4323109
4,Charlottenburg-Wilmersdorf,1130,SoKi Heilpädagogische Kita Rominter Allee,Rominter Allee 002,14053,305 10 35,,Kindertagesstätte,1249,Nachbarschaftsheim Schöneberg e.V.,Sonstiger freier Träger,"Rominter Allee 002, 14053, Berlin",52.5215058,13.2461127
4,Charlottenburg-Wilmersdorf,4070030,Kita Nordhauser Straße,Nordhauser Str. 022,10589,367023390,81.0,Kindertagesstätte,124,Kindertagesstätten Nordwest Eigenbetrieb von Berlin,Eigenbetrieb,"Nordhauser Str. 022, 10589, Berlin",52.5246883,13.3039103
4,Charlottenburg-Wilmersdorf,4070040,Kita Halemweg,Halemweg 022,13627,343557990,120.0,Kindertagesstätte,124,Kindertagesstätten Nordwest Eigenbetrieb von Berlin,Eigenbetrieb,"Halemweg 022, 13627, Berlin",52.5380291,13.2867196
4,Charlottenburg-Wilmersdorf,4070140,Kita Württembergallee,Württembergallee 017,14052,303286980,125.0,Kindertagesstätte,124,Kindertagesstätten Nordwest Eigenbetrieb von Berlin,Eigenbetrieb,"Württembergallee 017, 14052, Berlin",52.5095143,13.2662652
4,Charlottenburg-Wilmersdorf,4070200,Kita Walter-Benjamin-Platz,Walter-Benjamin-Platz 007,10629,310078690,130.0,Kindertagesstätte,124,Kindertagesstätten Nordwest Eigenbetrieb von Berlin,Eigenbetrieb,"Walter-Benjamin-Platz 007, 10629, Berlin",52.50183105,13.3142108120736
4,Charlottenburg-Wilmersdorf,4070220,Kita Goethestraße,Goethestr. 012,10623,319988940,195.0,Kindertagesstätte,124,Kindertagesstätten Nordwest Eigenbetrieb von Berlin,Eigenbetrieb,"Goethestr. 012, 10623, Berlin",52.5087929,13.3226219
4,Charlottenburg-Wilmersdorf,4070240,Kita Richard-Wagner-Straße,Richard-Wagner-Str. 020,10585,367023680,240.0,Kindertagesstätte,124,Kindertagesstätten Nordwest Eigenbetrieb von Berlin,Eigenbetrieb,"Richard-Wagner-Str. 020, 10585, Berlin",52.5145199,13.306994
4,Charlottenburg-Wilmersdorf,4070270,Kita Haubachstraße des Pestalozzi-Fröbel-Hauses,Haubachstr. 045,10585,342 98 72,60.0,Kindertagesstätte,100,Pestalozzi-Fröbel-Haus Stiftung des öffentlichen Rechts,Sonstiger freier Träger,"Haubachstr. 045, 10585, Berlin",52.5153332,13.2997001
4,Charlottenburg-Wilmersdorf,4070290,Kita Kastanienallee des Pestalozzi-Fröbel-Hauses,Kastanienallee 004,14050,305 60 93,140.0,Kindertagesstätte,100,Pestalozzi-Fröbel-Haus Stiftung des öffentlichen Rechts,Sonstiger freier Träger,"Kastanienallee 004, 14050, Berlin",52.5116969,13.269
4,Charlottenburg-Wilmersdorf,4070300,Kita Olbersstraße des Pestalozzi-Fröbel-Hauses,Olbersstr. 040,10589,344 94 13,76.0,Kindertagesstätte,100,Pestalozzi-Fröbel-Haus Stiftung des öffentlichen Rechts,Sonstiger freier Träger,"Olbersstr. 040, 10589, Berlin",52.5294752,13.2999997
4,Charlottenburg-Wilmersdorf,4070310,Kita Pestalozzistraße des Pestalozzi-Fröbel-Hauses,Pestalozzistr. 040,10627,324 08 79,93.0,Kindertagesstätte,100,Pestalozzi-Fröbel-Haus Stiftung des öffentlichen Rechts,Sonstiger freier Träger,"Pestalozzistr. 040, 10627, Berlin",52.507967,13.3005174
4,Charlottenburg-Wilmersdorf,4070320,Kinder-und Familienzentrum Schillerstraße des Pestalozzi-Fröbel-Hauses,Schillerstr. 061,10627,324 80 02,115.0,Kindertagesstätte,100,Pestalozzi-Fröbel-Haus Stiftung des öffentlichen Rechts,Sonstiger freier Träger,"Schillerstr. 061, 10627, Berlin",52.5100082,13.3063045
4,Charlottenburg-Wilmersdorf,4070340,Ev. Kita Neu Westend,Eichenallee 047,14050,91424685,45.0,Kindertagesstätte,8758,Ev. Kirchenkreisverband für Kindertageseinrichtungen Berlin-Mitte-West (Kitaverband Mitte-West),Diakonisches Werk,"Eichenallee 047, 14050, Berlin",52.5181536,13.2599514
4,Charlottenburg-Wilmersdorf,4070350,Ev. Kita Luisen,Gierkeplatz 002,10585,341 84 50,60.0,Kindertagesstätte,8758,Ev. Kirchenkreisverband für Kindertageseinrichtungen Berlin-Mitte-West (Kitaverband Mitte-West),Diakonisches Werk,"Gierkeplatz 002, 10585, Berlin",52.517129749999995,13.302497344751927
4,Charlottenburg-Wilmersdorf,4070360,Ev. Kita Plötzensee,Heckerdamm 226,13627,0157-34535004,65.0,Kindertagesstätte,8758,Ev. Kirchenkreisverband für Kindertageseinrichtungen Berlin-Mitte-West (Kitaverband Mitte-West),Diakonisches Werk,"Heckerdamm 226, 13627, Berlin",52.53982345,13.300074247060937
4,Charlottenburg-Wilmersdorf,4070390,Ev. Kita Epiphanien,Knobelsdorffstr. 074,14059,44 72 24 61,50.0,Kindertagesstätte,8758,Ev. Kirchenkreisverband für Kindertageseinrichtungen Berlin-Mitte-West (Kitaverband Mitte-West),Diakonisches Werk,"Knobelsdorffstr. 074, 14059, Berlin",52.5135716,13.2965435
4,Charlottenburg-Wilmersdorf,4070400,Ev. Kita Trinitatis,Leibnizstr. 079,10625,81825723,35.0,Kindertagesstätte,8758,Ev. Kirchenkreisverband für Kindertageseinrichtungen Berlin-Mitte-West (Kitaverband Mitte-West),Diakonisches Werk,"Leibnizstr. 079, 10625, Berlin",52.5118799,13.3148014
4,Charlottenburg-Wilmersdorf,4070410,Ev. Kita Frieden,Maikäferpfad 028,14055,302 48 29,60.0,Kindertagesstätte,8758,Ev. Kirchenkreisverband für Kindertageseinrichtungen Berlin-Mitte-West (Kitaverband Mitte-West),Diakonisches Werk,"Maikäferpfad 028, 14055, Berlin",52.4948888,13.2661771
4,Charlottenburg-Wilmersdorf,4070420,Ev. Kita Gustav-Adolf,Olbersstr. 015,10589,3442068,63.0,Kindertagesstätte,8758,Ev. Kirchenkreisverband für Kindertageseinrichtungen Berlin-Mitte-West (Kitaverband Mitte-West),Diakonisches Werk,"Olbersstr. 015, 10589, Berlin",52.5294752,13.2999997
4,Charlottenburg-Wilmersdorf,4070430,Ev. Kita Regenbogenland,Toeplerstr. 005,13627,381 19 78,57.0,Kindertagesstätte,8758,Ev. Kirchenkreisverband für Kindertageseinrichtungen Berlin-Mitte-West (Kitaverband Mitte-West),Diakonisches Werk,"Toeplerstr. 005, 13627, Berlin",52.538169,13.2830933
4,Charlottenburg-Wilmersdorf,4070440,Kita Teresa Tauscher,Alt-Lietzow 031,10587,030/ 33006802,85.0,Kindertagesstätte,7369,Kath. Kirchengemeinde Herz Jesu Charlottenburg,Deutscher Caritasverband,"Alt-Lietzow 031, 10587, Berlin",52.5182446,13.3093252
4,Charlottenburg-Wilmersdorf,4070460,Kita der Kath. Kirchengem. St. Kamilus,Klausenerplatz 012,14059,322 15 07,50.0,Kindertagesstätte,337,Kath. Kirchengemeinde St. Kamilus,Deutscher Caritasverband,"Klausenerplatz 012, 14059, Berlin",52.5189049,13.2901071
4,Charlottenburg-Wilmersdorf,4070470,Kita Heilig Geist,Preußenallee 025,14052,3054749,55.0,Kindertagesstätte,336,Kath. Kirchengemeinde Heilig Geist,Deutscher Caritasverband,"Preußenallee 025, 14052, Berlin",52.5125096,13.2594146
4,Charlottenburg-Wilmersdorf,4070480,Kita der Kath. Kirchengem. St. Canisius,Witzlebenstr. 027,14057,3216474,75.0,Kindertagesstätte,338,Kath. Kirchengemeinde St. Canisius,Deutscher Caritasverband,"Witzlebenstr. 027, 14057, Berlin",52.5068699,13.292768
4,Charlottenburg-Wilmersdorf,4070490,EiKiTa Pünktchen,Alt-Lietzow 007,10587,030342 10 17,15.0,Eltern-Initiativ-Kindertagesstätte,581,EiKiTa Pünktchen e. V.,EKT,"Alt-Lietzow 007, 10587, Berlin",52.5182446,13.3093252
4,Charlottenburg-Wilmersdorf,4070500,EKT Pezzettino,Brauhofstr. 002A,10587,3412050,13.0,Eltern-Initiativ-Kindertagesstätte,899,EKT - PEZZETTINO e.V.,EKT,"Brauhofstr. 002A, 10587, Berlin",52.5190681,13.3030369
4,Charlottenburg-Wilmersdorf,4070510,EKT - Droysen-Mäuse,Roscherstr. 014,10629,40759360,81.0,Eltern-Initiativ-Kindertagesstätte,600,Droysen - Mäuse e. V.,EKT,"Roscherstr. 014, 10629, Berlin",52.5004503,13.3019973
4,Charlottenburg-Wilmersdorf,4070580,EKT - Eichkatzweg,Eichkatzweg 011,14055,3018968,14.0,Eltern-Initiativ-Kindertagesstätte,605,Elterninitiativ-Kindertagesstätte Eichkatzweg 11 e.V.,EKT,"Eichkatzweg 011, 14055, Berlin",52.4952199,13.2656549
4,Charlottenburg-Wilmersdorf,4070590,EKT - Kindergruppe Lassymoss,Fredericiastr. 030,14059,301 77 91,20.0,Eltern-Initiativ-Kindertagesstätte,728,Kindergruppe Lassymoss e.V.,EKT,"Fredericiastr. 030, 14059, Berlin",52.5111165,13.2833836
4,Charlottenburg-Wilmersdorf,4070600,EKT - Kinderladen - was sonst,Friedbergstr. 005,14057,324 56 43,20.0,Eltern-Initiativ-Kindertagesstätte,743,Kindertagesstättenverein - Kinderladen - was sonst e.V.,EKT,"Friedbergstr. 005, 14057, Berlin",52.5041975,13.2951755
4,Charlottenburg-Wilmersdorf,4070630,Kindertagesstätte Pumuckel I,Fritschestr. 058,10627,324 72 66,52.0,Kindertagesstätte,910,Kindertagesstätte Pumuckel e.V.,Sonstiger freier Träger,"Fritschestr. 058, 10627, Berlin",52.50967,13.3000337
4,Charlottenburg-Wilmersdorf,4070640,EKT Windmühle,Sophie-Charlotten-Str. 084,14059,3420649,21.0,Eltern-Initiativ-Kindertagesstätte,1072,Eltern-Kinder-Tagesstätte Windmühle e. V.,EKT,"Sophie-Charlotten-Str. 084, 14059, Berlin",52.5191704,13.2865546
4,Charlottenburg-Wilmersdorf,4070660,EKT Galvanistr. 14,Galvanistr. 014,10587,3425111,30.0,Eltern-Initiativ-Kindertagesstätte,641,EKT Galvanistr. 14 e.V.,EKT,"Galvanistr. 014, 10587, Berlin",52.5190791,13.3164878
4,Charlottenburg-Wilmersdorf,4070670,Kita Galvanistraße,Galvanistr. 015,10587,3429718,17.0,Kindertagesstätte,636,Frecher Spatz e.V.,EKT,"Galvanistr. 015, 10587, Berlin",52.5190791,13.3164878
4,Charlottenburg-Wilmersdorf,4070680,EKT Grüne Erdferkel,Spandauer Damm 065,14059,3225112,17.0,Eltern-Initiativ-Kindertagesstätte,659,Grüne Erdferkel e.V.,EKT,"Spandauer Damm 065, 14059, Berlin",52.518383,13.281152
4,Charlottenburg-Wilmersdorf,4070700,EKT - Kinderladen 1 Goethestraße (EG rechts),Goethestr. 013,10623,312 33 09,14.0,Eltern-Initiativ-Kindertagesstätte,748,Kinderladen Goethestraße e.V.,EKT,"Goethestr. 013, 10623, Berlin",52.5087929,13.3226219
4,Charlottenburg-Wilmersdorf,4070710,EKT Grünes Nashorn,Haeselerstr. 007A,14050,3015513,18.0,Eltern-Initiativ-Kindertagesstätte,660,Grünes Nashorn e.V.,EKT,"Haeselerstr. 007A, 14050, Berlin",52.5138415,13.2810036
4,Charlottenburg-Wilmersdorf,4070720,EKT - Eichhörnchen,Harbigstr. 014,14055,3016926,18.0,Eltern-Initiativ-Kindertagesstätte,604,Eltern-Initiativ-Kindertagesstätte Eichhörnchen e. V.,EKT,"Harbigstr. 014, 14055, Berlin",52.5019218,13.2640029
